tBodyAcc-mean()-Z,"tBodyAcc-arCoeff()-X,2","tBodyAcc-arCoeff()-Y,1",tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,"tBodyAccJerk-arCoeff()-X,2","tBodyAccJerk-arCoeff()-Y,1","tBodyAccJerk-arCoeff()-Y,3","tBodyAccJerk-arCoeff()-Z,1","tBodyGyro-arCoeff()-Z,3",tBodyGyroJerk-mean()-Y,tBodyGyroJerk-max()-Y,"tBodyGyroJerk-arCoeff()-Y,3","tBodyGyroJerk-arCoeff()-Z,2","tBodyGyroJerk-arCoeff()-Z,3",tBodyAccMag-min(),tGravityAccMag-arCoeff()3,tBodyAccJerkMag-min(),tBodyGyroMag-std(),tBodyGyroMag-energy(),tBodyGyroJerkMag-arCoeff()3,fBodyAcc-min()-X,fBodyAcc-min()-Z,fBodyAcc-maxInds-X,fBodyAcc-maxInds-Z,"fBodyAcc-bandsEnergy()-25,32","fBodyAcc-bandsEnergy()-57,64","fBodyAcc-bandsEnergy()-25,32.1","fBodyAcc-bandsEnergy()-41,48.1","fBodyAcc-bandsEnergy()-25,48.1","fBodyAcc-bandsEnergy()-49,56.2","fBodyAcc-bandsEnergy()-49,64.2",fBodyAccJerk-min()-Y,fBodyAccJerk-min()-Z,fBodyAccJerk-skewness()-X,fBodyAccJerk-skewness()-Z,"fBodyAccJerk-bandsEnergy()-57,64","fBodyAccJerk-bandsEnergy()-49,64","fBodyAccJerk-bandsEnergy()-25,48","fBodyAccJerk-bandsEnergy()-49,64.1","fBodyAccJerk-bandsEnergy()-41,48.2","fBodyAccJerk-bandsEnergy()-49,64.2",fBodyGyro-min()-Y,"fBodyGyro-bandsEnergy()-49,64.1",fBodyBodyAccJerkMag-iqr(),fBodyBodyAccJerkMag-entropy(),fBodyBodyGyroMag-mean(),fBodyBodyGyroJerkMag-min(),fBodyBodyGyroJerkMag-meanFreq(),"angle(tBodyAccMean,gravity)",Activity,Activity_dynamic
-0.13514839,-0.11484946,-0.026795807,0.19572283,-0.042234529,-0.31421319,0.014208152,0.20559817,-0.094601893,0.4513447,0.015022674,-0.95668766,0.052955242,-0.29487551,0.19412162,-0.9750014,-0.10188822,-0.97105629,-0.80255099,-0.94013952,-0.2176638,-0.66615736,-0.77017116,-1.0,-1.0,-0.99562427,-0.97934513,-0.99810355,-0.99481261,-0.99767096,-0.97591663,-0.96701139,-0.97754676,-0.99497158,-0.24658552,-0.52223005,-0.99978081,-0.99906889,-0.99916845,-0.99793035,-0.99856709,-0.9965496,-0.95574899,-0.99511879,-0.9529467,-0.72364204,-0.84805565,-0.96744784,0.22990346,0.38463285,LAYING,3
-0.083408211,-0.087191097,0.20122586,0.076303787,0.0084129256,0.086884013,0.24548748,0.33500159,0.09073236,0.096085485,-0.047236722,-0.98157845,0.14425304,0.13936353,0.32081659,-0.99235355,-0.2554127,-0.98203203,-0.98091365,-0.99970118,0.18363798,-0.99954337,-0.97388405,-1.0,-1.0,-0.99990519,-0.99999993,-0.99968382,-0.99989839,-0.99970632,-0.99921245,-0.99915822,-0.98927808,-0.97973209,-0.45369843,-0.46373706,-0.99999727,-0.99990186,-0.99989976,-0.99979137,-0.99922839,-0.99941017,-0.98885005,-0.999896,-0.98567802,-1.0,-0.98004199,-0.99806926,-0.13767197,-0.023795309,SITTING,5
-0.038613087,0.46348677,-0.14510951,0.019032962,0.074249122,0.29907075,-0.32739527,0.022084421,-0.47766253,-0.040655296,-0.29115427,-0.53826479,-0.18024645,0.071901676,0.037105569,-0.67998169,0.047980922,-0.24596892,-0.16899804,-0.56505244,0.16066179,-0.85654183,-0.57017311,-0.74193548,-0.92307692,-0.74426645,-0.99650769,-0.68720265,-0.71883765,-0.64724471,-0.79755703,-0.74891651,-0.79883101,-0.63954337,-0.26709511,-0.32667008,-0.99954436,-0.9352203,-0.68573586,-0.74738572,-0.9315096,-0.8494187,-0.51424655,-0.79163523,-0.2719816,0.50917576,-0.21108422,-0.55547118,0.22783962,-0.040030437,WALKING,0
-0.11490421,0.050886425,-0.076995744,0.10444833,0.0090057084,0.15779158,-0.036350312,0.19709492,0.058752669,0.22607402,-0.041667542,-0.9735159,-0.053818423,-0.18933196,0.26820906,-0.99001107,0.048751388,-0.99090021,-0.93566012,-0.99764291,-0.4632093,-0.96752341,-0.99734592,-1.0,-1.0,-0.99772199,-0.99885098,-0.99864543,-0.99889615,-0.99865597,-0.99987281,-0.99991189,-0.98788773,-0.99947245,-0.29580295,-0.56134514,-0.99999298,-0.9989463,-0.99777252,-0.99972037,-0.9996374,-0.99981623,-0.99908975,-0.99992284,-0.95381556,-0.79890145,-0.94789389,-0.97756432,-0.092583902,-0.0340988,LAYING,3
-0.1399688,0.063187652,-0.1132115,0.28098699,0.2623407,-0.038502312,-0.16853408,0.16434319,0.070551524,-0.19681252,0.055500253,-0.83892543,0.27163408,0.042343378,0.06353031,-0.58310257,-0.089511919,-0.33530887,-0.077565228,-0.52552145,0.15095312,-0.33403571,-0.98431119,-0.74193548,-0.69230769,-0.43714355,-0.9404646,-0.65621583,-0.62251012,-0.62430745,-0.82473679,-0.873556,-0.64448896,-0.80458251,0.20475314,-0.2607871,-0.99691285,-0.75791734,-0.13532029,-0.72405849,-0.74446947,-0.72748721,-0.79992258,-0.95081316,-0.25078581,0.5477663,-0.29333989,-0.64164487,0.50065012,-0.063566172,WALKING_UPSTAIRS,1
-0.12351788,-0.11905196,-0.13689694,0.070005264,-0.0049773569,0.32279084,-0.14476419,0.053530995,0.11468193,0.28471842,-0.033427421,-0.99376394,0.020034889,-0.098269409,0.42021757,-0.9924549,0.020776442,-0.98358966,-0.86344866,-0.99626149,-0.29576417,-0.99644585,-0.98934043,0.48387097,-1.0,-0.99979171,-0.99999137,-0.99980764,-0.99961695,-0.99977098,-0.99943849,-0.99929317,-0.99753691,-0.99252563,-0.29908811,-0.68557926,-0.99993004,-0.9998934,-0.99970141,-0.99995604,-0.99950475,-0.99977256,-0.98927048,-0.99988898,-0.9944844,-1.0,-0.91996023,-0.99752757,-0.030419858,0.027525929,STANDING,4
-0.16067095,0.29609183,-0.38943188,-0.17084266,0.088401821,0.10855481,-0.4531582,-0.21172371,-0.21100258,-0.31193279,0.20811298,-0.72500408,0.11429995,0.22488394,-0.10904535,-0.50067859,-0.22986182,-0.78779087,-0.28003972,-0.66485751,0.012337197,-0.8160525,-0.80030655,-0.87096774,-0.92307692,-0.94579537,-0.9850424,-0.93008269,-0.9328546,-0.92757917,-0.86579262,-0.84190089,-0.78686346,-0.89385808,-0.30284397,-0.49477948,-0.87102055,-0.89496421,-0.88587007,-0.97675398,-0.93119518,-0.96628393,-0.69151645,-0.86609033,-0.49034201,0.030145744,-0.44972668,-0.88752549,0.061630976,-0.59360321,WALKING_UPSTAIRS,1
-0.097050514,-0.042335128,0.030951507,0.074246497,0.030853998,0.071357223,-0.088895418,-0.012055976,0.078899871,0.24335492,-0.060332232,-0.98248526,-0.33036051,-0.36134652,0.0023992627,-0.99191727,0.35576082,-0.98240918,-0.96809119,-0.99923993,-0.10744973,-0.99637128,-0.99836243,-0.93548387,-1.0,-0.99991503,-0.99999138,-0.99984845,-0.99910354,-0.99965666,-0.99982264,-0.99988139,-0.98483997,-0.96439949,-0.46221924,-0.62465358,-0.99999363,-0.99995727,-0.99982885,-0.99987757,-0.99871826,-0.99963324,-0.94709386,-0.99923435,-0.98447034,-1.0,-0.97415669,-0.9980036,-0.16340614,0.092635505,STANDING,4
-0.12401003,-0.3258819,-0.14226939,0.070003861,0.0024543967,-0.27708616,-0.19968627,0.011857934,0.036124443,0.25175348,-0.033277146,-0.97458563,-0.37215114,-0.44523016,0.12312227,-0.98991162,0.15553871,-0.96999165,-0.9460265,-0.99806666,0.39497031,-0.99502676,-0.96392175,-0.48387097,-1.0,-0.99961704,-0.99997778,-0.99944729,-0.99918181,-0.99919021,-0.99702542,-0.99771402,-0.97952025,-0.97409272,-0.49855772,-0.44296182,-0.99997819,-0.99964511,-0.9993702,-0.9993622,-0.99676313,-0.995712,-0.98155485,-0.99987895,-0.96275424,-0.83933178,-0.95749638,-0.98628536,-0.33728074,0.0041929414,SITTING,5
-0.12199778,-0.27261958,0.28752239,0.072555184,0.0097701863,0.10136834,0.22873293,0.081636989,0.42534841,0.32383844,-0.043539679,-0.99296939,0.11583218,-0.079055855,0.57456966,-0.9897853,0.19417404,-0.98584667,-0.99225822,-0.99991328,0.32188781,-0.99421786,-0.99922401,-1.0,-1.0,-0.99990596,-0.99998375,-0.99990118,-0.99974123,-0.99979693,-0.99944021,-0.99961221,-0.98186727,-0.98245773,-0.3371665,-0.53499162,-0.99999843,-0.99985729,-0.9998867,-0.99982761,-0.9994826,-0.99897414,-0.99314306,-0.99994199,-0.98993853,-1.0,-0.99210898,-0.9965931,0.21398739,-0.017910821,STANDING,4
-0.11126972,-0.035351578,0.29099321,0.076891989,0.0097634661,0.31188763,0.31506509,0.32926889,0.20613717,0.26876797,-0.038918381,-0.99869437,0.39797538,-0.11342603,0.32307991,-0.99759097,0.54996265,-0.99458711,-0.99490305,-0.99996043,0.1108949,-0.99780577,-0.99347953,-1.0,-0.53846154,-0.99989731,-0.99999936,-0.99988116,-0.99982198,-0.99989142,-0.99987134,-0.99990902,-0.98952159,-0.99237552,-0.55930838,-0.59978982,-0.99999913,-0.99997499,-0.99986077,-0.99989356,-0.99982866,-0.99981376,-0.99514946,-0.99997164,-0.99656889,-1.0,-0.99612769,-0.99730893,0.75228432,-0.047896503,STANDING,4
-0.10416119,-0.09998669,0.28783608,0.074084484,0.0087903268,0.16383642,0.17891287,0.34446378,-0.00047779509,0.1750308,-0.040929341,-0.99663849,0.22925674,-0.039985882,0.32377804,-0.99429701,0.091378443,-0.96900388,-0.97585012,-0.99967273,0.23784096,-0.99087084,-0.99406953,-0.67741935,0.0,-0.9997916,-0.99998828,-0.99947812,-0.99865009,-0.99920262,-0.99982009,-0.9998759,-0.99126153,-0.99295848,-0.64083552,-0.18750139,-0.99998991,-0.99976853,-0.99959511,-0.99838974,-0.99912236,-0.99968939,-0.99972434,-0.99996849,-0.98017885,-0.940965,-0.98273604,-0.99041529,-0.13239613,-0.14113757,LAYING,3
-0.10365953,0.3922815,-0.32534144,0.46926174,-0.21749196,0.18990143,-0.36586681,0.22798587,-0.41763043,-0.35040374,-0.04506396,-0.704259,0.08004006,-0.01671077,0.045253941,-0.77087407,-0.16801576,-0.35814693,-0.49226906,-0.67031303,0.070728069,-0.48577451,-0.51890939,-0.74193548,-0.69230769,-0.84396468,-0.84713774,-0.81164693,-0.90860222,-0.82113168,-0.81467726,-0.76182836,-0.62676314,-0.81562535,0.056624315,-0.43476291,-0.98228477,-0.96837922,-0.88039145,-0.80190878,-0.9854601,-0.88173895,-0.91024867,-0.96635601,-0.48795094,0.24408408,-0.53315105,-0.78383695,0.32333505,0.15240248,WALKING_UPSTAIRS,1
-0.095478962,0.56279662,-0.20206976,0.18543523,-0.008126525,0.2951099,-0.33386103,-0.34753344,-0.19433832,-0.044330799,0.08880642,-0.84839283,-0.017574212,0.057394256,0.35474156,-0.9092617,-0.10342022,-0.56731628,-0.52365413,-0.7609613,-0.039281164,-0.8553249,-0.96409534,-0.80645161,-0.92307692,-0.88738381,-0.95265195,-0.95528377,-0.86358931,-0.90988978,-0.98233857,-0.98722611,-0.82191145,-0.8048965,0.066187525,-0.42829333,-0.95778056,-0.95536934,-0.87366259,-0.94706009,-0.96075559,-0.96293825,-0.91534421,-0.98773596,-0.5821648,0.14160677,-0.53876681,-0.80669489,0.12355788,-0.80055198,WALKING_DOWNSTAIRS,2
-0.1233123,0.43599705,-0.33838635,-0.19589859,0.087528388,0.33580942,-0.45231022,-0.03471737,-0.058291165,-0.64467627,-0.22690176,-0.47740731,0.15971012,0.547544,-0.2049252,-0.58572987,0.014774101,-0.45368881,-0.26487344,-0.62621764,0.018228894,-0.75525712,-0.755773,-0.74193548,-0.69230769,-0.89833407,-0.91965998,-0.79607735,-0.79201529,-0.79731634,-0.74773049,-0.78044667,-0.64729513,-0.60036471,-0.14853013,-0.53044461,-0.99530829,-0.91046654,-0.79916226,-0.93074705,-0.77100395,-0.74582783,-0.86330809,-0.96146641,-0.30631327,0.35341128,-0.33306053,-0.53835633,-0.042087012,-0.41578791,WALKING,0
-0.087688706,0.078704527,-0.0023787586,0.075424998,0.028582938,0.30726608,0.098227785,0.37014101,-0.22889872,0.41947656,-0.032702069,-0.99498842,-0.019076379,-0.59381472,0.064568069,-0.99349685,0.36924592,-0.98360976,-0.96970587,-0.99905812,0.20016984,-0.99818092,-0.98401848,-0.80645161,-1.0,-0.99983582,-0.99999944,-0.99978199,-0.99930632,-0.99963711,-0.99978948,-0.99972644,-0.97058935,-0.99820989,-0.39276703,-0.432938,-0.99999938,-0.99995594,-0.99975975,-0.99965291,-0.99988987,-0.99980847,-0.98682257,-0.99985565,-0.98581899,-1.0,-0.977164,-0.99266111,0.351584,0.033676539,STANDING,4
-0.097827242,0.36951282,-0.068650658,0.20437621,0.10236525,0.22131605,-0.052707184,0.74170813,0.19996889,-0.027597726,-0.13989987,-0.52896618,0.15891879,0.0027165064,0.038965318,-0.7787751,-0.1208889,-0.33887382,-0.42890293,-0.81307816,0.032362606,-0.69096138,-0.87719552,-0.74193548,-0.69230769,-0.92315738,-0.98312265,-0.7230444,-0.79646716,-0.73770194,-0.85366861,-0.88190515,-0.79198583,-0.72042073,-0.20604622,-0.29607899,-0.99854163,-0.92747154,-0.8975035,-0.78802703,-0.77521558,-0.746954,-0.52824195,-0.90792909,-0.5714805,0.30992207,-0.44580785,-0.8508618,0.089420592,0.78196333,WALKING,0
-0.111143,0.26058621,-0.2443471,0.23297159,-0.32901215,0.089381,-0.32075822,-0.13835103,-0.24286155,-0.20709381,-0.1833685,-0.74615557,-0.07362466,-0.016906805,-0.078560605,-0.78197534,-0.044228341,-0.51676431,-0.41905979,-0.63227022,0.037571748,-0.81028423,-0.80979892,-0.74193548,-0.69230769,-0.90888157,-0.97612846,-0.86314923,-0.75958143,-0.78295978,-0.87239507,-0.8568324,-0.78805859,-0.85720656,0.200161,-0.45962399,-0.99632383,-0.96344834,-0.86107565,-0.9432265,-0.87675895,-0.92262875,-0.78103372,-0.94502691,-0.57193628,0.13046261,-0.48262896,-0.9313833,0.14692667,-0.5937298,WALKING_UPSTAIRS,1
-0.1097047,-0.11260645,0.48960673,0.075518185,0.011798025,0.164483,0.43643521,0.60573307,0.046002333,0.21819884,-0.042516083,-0.99476928,0.20656302,-0.083327895,0.27677639,-0.99560177,0.073044322,-0.98930871,-0.99545588,-0.999968,0.35805917,-0.99338026,-0.99772396,0.41935484,0.076923077,-0.99994402,-0.99999204,-0.99982674,-0.99986751,-0.99986394,-0.99991551,-0.99994842,-0.97597846,-0.9966692,-0.31517654,-0.35227264,-0.99994955,-0.99992225,-0.99988487,-0.99960518,-0.99971096,-0.99985111,-0.99306905,-0.99996824,-0.99417017,-1.0,-0.99505364,-0.99545601,0.16461066,-0.56272787,STANDING,4
-0.088760529,0.073410246,0.15903574,0.15556307,-0.032594745,-0.084302765,0.067483078,0.16315368,-0.38751406,0.15204843,-0.035581512,-0.88787113,0.054886515,-0.055283094,0.37867003,-0.76228188,0.081688033,-0.85569114,-0.4146082,-0.57630274,-0.095325345,-0.79601086,-0.7690612,-0.80645161,-0.92307692,-0.95792183,-0.99054722,-0.96382724,-0.75171558,-0.92340833,-0.91084773,-0.90019438,-0.92268903,-0.81608085,0.00067039566,-0.19467361,-0.99971125,-0.90782512,-0.90146511,-0.85088708,-0.97917804,-0.97826121,-0.99788498,-0.99503368,-0.53691071,0.13433779,-0.54685762,-0.89609231,0.27470312,-0.15392589,WALKING_UPSTAIRS,1
-0.11817686,-0.21897459,-0.18946964,0.074440844,0.016707229,-0.1531957,-0.26153255,-0.18080729,-0.17901939,-0.17531777,-0.046436737,-0.98604174,-0.051908076,-0.083648969,0.10544898,-0.98667248,0.14312748,-0.97352403,-0.96030679,-0.99928625,0.014688562,-0.99371423,-0.99437735,-1.0,-1.0,-0.9998552,-0.99998809,-0.99913644,-0.99954671,-0.99927753,-0.99956687,-0.99969701,-0.98307865,-0.98705863,-0.41592377,-0.66515197,-0.9999831,-0.99965855,-0.99980584,-0.99977797,-0.99986694,-0.99933505,-0.99522513,-0.99991732,-0.98297952,-0.940965,-0.97563004,-0.98110086,0.056916944,-0.01297601,SITTING,5
-0.09808331,0.1054742,0.12175754,0.074496907,0.0042140862,0.39496357,0.097962134,-0.071853296,0.36437529,0.18111331,-0.035006407,-0.98772649,0.43528932,-0.013146567,0.28781521,-0.98566547,0.40778239,-0.97594127,-0.97617407,-0.99970967,-0.088435287,-0.99038271,-0.99949957,-0.29032258,-1.0,-0.99949504,-0.999984,-0.99977868,-0.99981649,-0.99971438,-0.99948642,-0.99964496,-0.99794506,-0.97430704,-0.57603264,-0.33009272,-0.99996948,-0.99983159,-0.99926502,-0.99988756,-0.9993172,-0.99903714,-0.99022819,-0.99969328,-0.97886756,-1.0,-0.97834487,-0.98703081,0.41752977,-0.042210039,LAYING,3
-0.17131879,-0.076070402,-0.37651241,0.085734599,-0.011302344,0.10329408,-0.35248532,-0.1608188,-0.038186087,0.25054351,-0.016767272,-0.96129336,-0.45816203,0.05814763,0.10343015,-0.97495287,-0.10537298,-0.98836476,-0.92617736,-0.98862367,-0.42884934,-0.98949555,-0.98189136,-1.0,-1.0,-0.99973047,-0.99968276,-0.99967755,-0.99954421,-0.99952927,-0.99842364,-0.99779949,-0.97931899,-0.99889119,-0.48145379,-0.50538033,-0.99978711,-0.99978943,-0.99963422,-0.99989701,-0.99986362,-0.99950781,-0.96670097,-0.99902544,-0.98963553,-0.940965,-0.94465978,-0.98843753,-0.46122853,0.31277204,SITTING,5
-0.075489372,0.43429055,-0.0066510057,0.21967422,0.27728754,0.37068939,-0.19910626,-0.017133875,0.074681266,-0.14988008,-0.37104831,0.41149453,0.16273494,0.14929605,0.028137039,-0.66054721,-0.13939467,-0.25699006,0.19774911,-0.19262951,0.25945692,-0.68992859,-0.93701337,-0.74193548,-0.69230769,-0.18092445,-0.98621034,-0.7247127,-0.4576503,-0.60244113,-0.75080498,-0.80166417,-0.88580239,-0.21332342,-0.086362221,-0.49945559,-0.98868368,-0.88428152,-0.18821591,-0.74122549,-0.52301048,-0.64146338,0.099869628,-0.3759358,-0.037003759,0.73216283,0.24773199,0.3027394,0.12629983,0.24742733,WALKING,0
